UserID,Name,Gender,DOB,Interests,City,Occupation,Budget,Age,Age Range,Cluster,Cluster_tag,SubCluster,SubCluster_Description
115,Ana Moore,Female,1979/8/16,'Food and dining',Bolton,Construction Worker,4197,46,46-55,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
60900,Teresa Mcdonald,Male,1994/10/12,"'Sports', 'Gaming'",Bolton,Delivery Driver,2876,31,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
59781,Andrew Harter,Female,1960/1/13,'Cars and automobiles',Bolton,IT technician,4838,65,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
62200,John Henderson,Male,1974/4/14,'Gardening',Manchester,Technical Writer,4074,51,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
76634,Arron Williams,Male,1974/8/23,"'Movies', 'Pets', 'Movies'",Preston,Delivery Driver,2961,51,46-55,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
37379,Brian Mcchesney,Female,1995/4/1,"'Pets', 'Cars and automobiles', 'Nature', 'History'",Liverpool,Office Administrator,3946,30,26-35,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
6730,Stephen Sargent,Male,1995/7/14,"'Cars and automobiles', 'Technology'",Stockport,Waiter,2196,30,26-35,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
5905,Todd Harless,Male,1983/9/19,"'Social causes and activism', 'Social causes and activism', 'Technology', 'Education and learning', 'Nature'",Liverpool,Public Relations Specialist,5110,42,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
65967,Patrick Schneider,Female,1972/6/19,"'Gaming', 'Health and wellness', 'Social causes and activism', 'Movies'",Liverpool,Corporate Trainer,5290,53,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
14530,Ida Romero,Female,1956/4/8,"'Outdoor activities', 'Politics', 'Movies'",Preston,Business Consultant,6719,69,66+,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
65586,Steven Maxwell,Male,1988/10/27,"'Sports', 'Travel', 'Parenting and family'",Preston,Public Relations Specialist,4799,37,36-45,7,Travel & Movies,7.2,"Avg Age: 32.8, Avg Budget: 5720.0"
7336,Juliet Wells,Female,1988/1/11,"'Technology', 'Food and dining', 'DIY and crafts', 'Politics'",Liverpool,Project Manager,5870,37,36-45,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
88468,Jason Fink,Female,1993/4/25,'Sports',Preston,Loan Officer,5541,32,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
38224,Marjorie Olden,Male,1958/5/21,'Fashion',Liverpool,Barista,3128,67,66+,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
58175,Elsie Edminster,Male,1963/6/29,"'Gardening', 'Food and dining', 'Sports', 'Beauty'",Preston,Accountant,5496,62,56-65,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
89551,Tamika Acheson,Male,1958/10/1,"'Politics', 'DIY and crafts', 'Politics', 'Fashion'",Liverpool,IT technician,5443,67,66+,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
4163,Blanca Tichenor,Female,2002/9/24,'Fitness',Bolton,Corporate Trainer,5646,23,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
38540,Laila Marcum,Female,1981/1/30,"'Photography', 'History', 'Nature', 'Art'",Liverpool,Waiter,2915,44,36-45,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
69510,Norma Griffin,Male,1964/4/14,'Politics',Bolton,Procurement Specialist,4333,61,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
33889,Kimberley Santana,Male,1971/11/30,"'Outdoor activities', 'Beauty', 'History'",Manchester,Public Relations Specialist,4486,54,46-55,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
38622,Melissa Madden,Male,1954/7/29,"'Fashion', 'Fashion', 'Books', 'Fitness', 'Science'",Preston,Event Coordinator,5152,71,66+,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
96588,Richard Hawkins,Male,2002/4/22,"'Education and learning', 'Sports', 'Beauty', 'Gaming', 'Health and wellness'",Preston,Chef,4009,23,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
10619,Wayne Thomas,Female,1958/10/22,"'Books', 'DIY and crafts', 'Parenting and family', 'Pets', 'Business and entrepreneurship'",Bolton,Market Research Analyst,4031,67,66+,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
38358,Andrew Turner,Female,2004/1/11,'Cars and automobiles',Bolton,Financial Analyst,7020,21,18-25,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
42506,Howard Bethea,Male,1954/2/15,"'Health and wellness', 'Cars and automobiles', 'Cooking', 'Gardening'",Preston,Delivery Driver,3416,71,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
32808,Scott Cowan,Male,2002/9/27,'Outdoor activities',Bolton,Event Coordinator,4520,23,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
56781,Kimberly Gleason,Female,1997/4/22,"'Music', 'Travel', 'Art'",Preston,Waiter,2559,28,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
40369,Bree Centini,Male,1960/8/11,"'Gardening', 'Beauty', 'DIY and crafts', 'Business and entrepreneurship', 'Social causes and activism'",Bolton,Office Administrator,3792,65,66+,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
32387,Robert Garcia,Male,2001/6/21,'Books',Manchester,Data Analyst,4071,24,18-25,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
17774,Jeffery Felker,Female,1981/12/29,"'History', 'Cooking', 'Movies', 'Cars and automobiles'",Manchester,Receptionist,3066,44,36-45,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
61122,James Conley,Male,1978/7/9,'Education and learning',Liverpool,Marketing Specialist,4637,47,46-55,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
17973,Shantel Winston,Female,2003/10/1,"'Politics', 'Movies', 'Books', 'Finance and investments', 'Gardening'",Bolton,Cleaner,2413,22,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
64305,Vito Whiting,Male,1995/12/29,"'History', 'Pets', 'Books'",Liverpool,Construction Worker,4106,30,26-35,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
69596,Karen Ulatowski,Female,1977/11/17,"'Books', 'Fashion'",Manchester,Taxi Driver,2813,48,46-55,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
85583,Thomas Novak,Male,1976/3/28,'Movies',Preston,Compliance Officer,7707,49,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
14985,David Wheatley,Male,1985/7/19,"'Health and wellness', 'Travel', 'Photography'",Stockport,Electrician,2910,40,36-45,7,Travel & Movies,7.3,"Avg Age: 33.3, Avg Budget: 3372.9"
34607,James Mccurdy,Female,2004/9/28,"'Fashion', 'Finance and investments'",Preston,Taxi Driver,3374,21,18-25,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
9495,Loretta Huntley,Female,1965/12/16,'Politics',Bolton,Mechanic,4225,60,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
32072,Nancy Vanorden,Female,1967/6/16,'Music',Preston,Data Analyst,5037,58,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
5170,Christopher Ayotte,Male,1990/10/7,"'Science', 'Finance and investments', 'Parenting and family', 'Gardening'",Stockport,Public Relations Specialist,6592,35,36-45,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
70610,Gustavo Ziech,Male,2003/8/26,"'Beauty', 'Politics'",Bolton,Sales Associate,3034,22,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
11318,Mildred French,Female,1980/2/18,"'Business and entrepreneurship', 'Pets'",Bolton,Human Resources Coordinator,5683,45,46-55,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
42991,Mary Pinckney,Male,1986/8/11,'Nature',Liverpool,Corporate Trainer,5620,39,36-45,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
79977,Jeffery Cocke,Female,1981/7/14,"'Science', 'Education and learning', 'Beauty', 'Fitness'",Liverpool,Financial Analyst,4982,44,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
60107,Joseph Denham,Male,1995/2/21,"'Movies', 'Fitness', 'Science'",Stockport,Sales Executive,4809,30,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
67710,Jeanne Banks,Male,2002/3/27,"'Health and wellness', 'Cars and automobiles'",Liverpool,Quality Assurance Analyst,5718,23,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
43943,Jessica Gerhart,Male,2003/9/24,"'Outdoor activities', 'Outdoor activities'",Preston,Mechanic,5020,22,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
44018,Theodore Meadows,Male,1968/8/31,"'Books', 'Photography'",Bolton,Corporate Trainer,5257,57,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
62413,Leah Whitehead,Male,1993/9/10,'Sports',Bolton,Market Research Analyst,4263,32,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
27785,Caitlin Hoffman,Male,1997/6/17,"'DIY and crafts', 'Cars and automobiles', 'Technology', 'Business and entrepreneurship'",Liverpool,Accountant,5569,28,26-35,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
21660,Victor Thompson,Male,1954/5/2,"'Food and dining', 'History', 'Art', 'DIY and crafts'",Stockport,Electrician,3956,71,66+,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
31376,Lisa Howard,Female,1978/10/24,"'Sports', 'Food and dining', 'Food and dining'",Bolton,Financial Analyst,6803,47,46-55,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
82861,Maria Rasberry,Male,2004/6/21,"'Books', 'Finance and investments', 'DIY and crafts'",Stockport,Compliance Officer,5674,21,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
13344,Joseph Davis,Female,1962/4/19,"'Sports', 'Cars and automobiles', 'Fashion', 'Politics'",Preston,Business Consultant,11439,63,56-65,1,Fashion & Cooking,1.3,"Avg Age: 46.4, Avg Budget: 9588.0"
50615,Jennifer Welk,Male,1995/8/1,"'Technology', 'Cooking', 'Politics', 'Beauty', 'Pets'",Liverpool,Delivery Driver,3661,30,26-35,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
34824,Jeanette Charles,Female,1974/2/8,"'Fashion', 'Health and wellness', 'Fashion', 'Politics'",Bolton,Chef,4647,51,46-55,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
15838,Alfred Sturgis,Female,1974/10/20,"'Outdoor activities', 'Food and dining', 'Social causes and activism', 'Fashion'",Liverpool,Business Consultant,6345,51,46-55,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
85349,Edith Bradley,Female,1965/7/6,"'Fitness', 'Gaming'",Stockport,Technical Writer,5123,60,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
56730,Joseph Marshall,Male,1979/4/5,"'Photography', 'Beauty', 'Beauty', 'Pets', 'Music'",Preston,Loan Officer,3874,46,46-55,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
59923,Harry Hines,Female,1966/1/22,"'Books', 'Cars and automobiles', 'Politics', 'DIY and crafts'",Stockport,Market Research Analyst,4979,59,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
33804,Michael Fuqua,Male,1964/3/1,"'Finance and investments', 'Business and entrepreneurship'",Bolton,HR Manager,5458,61,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
19838,Joanne Crockett,Female,1994/9/15,"'Science', 'History', 'Gaming', 'Fitness', 'Beauty'",Preston,Financial Analyst,4489,31,26-35,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
21518,Nicole Morrow,Female,1959/5/5,"'Nature', 'Health and wellness'",Stockport,Event Coordinator,3588,66,66+,6,Nature & Music,6.1,"Avg Age: 60.0, Avg Budget: 3992.8"
91196,Mary Roth,Male,2000/2/27,"'Pets', 'Art'",Bolton,Event Coordinator,4689,25,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
28011,Irene Zakrzewski,Male,1959/6/16,'Fashion',Preston,Corporate Trainer,4115,66,66+,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
30221,Isaac Nall,Female,1972/7/11,"'Travel', 'Health and wellness', 'Fitness', 'Technology', 'Beauty'",Manchester,Financial Analyst,5892,53,46-55,7,Travel & Movies,7.4,"Avg Age: 60.2, Avg Budget: 6508.0"
65202,Juan Vondielingen,Female,1963/4/14,"'Fashion', 'Cooking', 'Outdoor activities'",Stockport,Marketing Specialist,4784,62,56-65,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
22262,Joseph Clanton,Male,1973/7/10,"'Music', 'Science'",Stockport,Taxi Driver,3797,52,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
37116,Roy Mclin,Male,1967/6/25,"'Music', 'Sports', 'Music'",Manchester,Quality Assurance Analyst,6108,58,56-65,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
44035,Angeline Moore,Female,1980/1/5,"'Gaming', 'Politics', 'Fitness', 'Travel'",Manchester,Barista,2026,45,46-55,7,Travel & Movies,7.3,"Avg Age: 33.3, Avg Budget: 3372.9"
55594,Barbara Fennel,Male,1972/3/29,"'Business and entrepreneurship', 'Sports', 'Sports', 'Gaming', 'Fashion'",Manchester,Marketing Specialist,5078,53,46-55,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
34339,William Woodard,Male,1997/4/6,"'Gardening', 'Politics', 'DIY and crafts'",Bolton,Teacher,4779,28,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
8951,Emmett Tyler,Female,1965/4/15,'Sports',Stockport,Compliance Officer,6216,60,56-65,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
52507,David Seger,Male,2000/6/15,"'Photography', 'Movies'",Stockport,Accountant,6219,25,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
84700,Robert Bridgers,Male,1971/3/14,'Business and entrepreneurship',Bolton,Electrician,3000,54,46-55,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
28853,Henry Malone,Male,1954/2/3,"'Cooking', 'Pets', 'Fashion'",Manchester,Taxi Driver,3390,71,66+,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
48595,Robert Spangler,Female,1954/6/16,"'Fitness', 'Outdoor activities'",Manchester,Financial Analyst,6317,71,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
73977,Jodie Carpentier,Male,1970/5/30,"'History', 'Science', 'DIY and crafts', 'Food and dining'",Preston,Project Manager,5930,55,56-65,5,History & Gardening,5.3,"Avg Age: 55.0, Avg Budget: 6758.3"
45567,Candace Clark,Female,1986/4/11,"'Science', 'Sports', 'Cooking', 'Business and entrepreneurship', 'Books'",Bolton,Compliance Officer,5838,39,36-45,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
87038,Richard Sias,Male,2002/5/15,"'Education and learning', 'Art', 'Finance and investments', 'Gardening'",Liverpool,Office Administrator,3256,23,18-25,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
11148,Lelah Pitcherello,Female,1977/10/18,"'Science', 'Fashion', 'History', 'DIY and crafts', 'Fitness'",Stockport,Delivery Driver,3441,48,46-55,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
86810,Shannon Robel,Female,1986/8/19,"'Gardening', 'Travel', 'Fashion', 'Beauty', 'Photography'",Preston,Accountant,6389,39,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
72444,Margart Enos,Female,1982/3/9,'Art',Liverpool,Software Engineer,8775,43,36-45,4,Art & Sports,4.2,"Avg Age: 53.1, Avg Budget: 6977.6"
27725,Sandra Bush,Male,1968/6/16,"'Pets', 'Technology', 'Business and entrepreneurship'",Bolton,Market Research Analyst,4973,57,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
18093,Jeremy Leach,Male,1978/1/2,"'Finance and investments', 'Gaming', 'Outdoor activities'",Stockport,Office Administrator,3678,47,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
85627,Joseph Keith,Male,1978/2/5,"'Music', 'Books', 'Beauty', 'Art', 'Education and learning'",Preston,Taxi Driver,2041,47,46-55,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
90867,Ray Zakrzewski,Female,1972/4/22,"'Gaming', 'Cars and automobiles', 'Gaming'",Preston,Office Administrator,3804,53,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
19357,William Parker,Male,1958/1/18,"'Gardening', 'Parenting and family', 'Parenting and family', 'Pets', 'Cooking'",Liverpool,Office Administrator,3548,67,66+,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
32833,Marcus Dearborn,Male,1959/3/2,"'Beauty', 'Outdoor activities', 'Technology'",Preston,IT technician,4161,66,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
89333,Gary Rodeheaver,Female,2003/2/24,"'Finance and investments', 'Beauty'",Preston,Procurement Specialist,5324,22,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
31334,Stanley Landry,Female,1998/7/31,"'Cars and automobiles', 'Photography', 'Photography', 'Cooking'",Bolton,Construction Worker,2873,27,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
68941,Dee Alley,Male,1973/9/19,"'Books', 'Technology', 'DIY and crafts', 'Gardening'",Bolton,Receptionist,2554,52,46-55,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
32613,Darren Manning,Male,1973/10/2,'Beauty',Liverpool,Project Manager,6684,52,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
41077,Jeffrey Clayton,Male,1970/11/5,"'History', 'Science', 'Food and dining', 'Fitness', 'DIY and crafts'",Bolton,Cleaner,3068,55,56-65,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
16784,Renna Vanvalkenburg,Female,1990/9/14,"'DIY and crafts', 'Cooking', 'Cars and automobiles', 'Nature'",Bolton,Software Engineer,5814,35,36-45,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
41131,Michael Jones,Male,2001/3/13,"'DIY and crafts', 'History', 'Science', 'Cars and automobiles'",Manchester,Compliance Officer,4354,24,18-25,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
78319,Gordon Janecka,Male,1984/6/17,"'Music', 'Food and dining'",Stockport,Receptionist,4095,41,36-45,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
72170,Zenaida Simpson,Male,1970/10/31,"'History', 'Music', 'Science'",Manchester,HR Manager,4162,55,56-65,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
4152,Michael Jones,Male,1956/2/2,'Fashion',Stockport,Delivery Driver,3599,69,66+,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
2363,Diane Haller,Male,1967/5/15,"'Business and entrepreneurship', 'Gaming', 'Cooking', 'Outdoor activities'",Preston,Corporate Trainer,6580,58,56-65,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
51011,Roy Anderson,Male,1965/5/27,'Fitness',Liverpool,Software Engineer,7801,60,56-65,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
18054,Bobby Nelson,Male,1960/5/27,'Cars and automobiles',Manchester,Teacher,3109,65,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
72165,Chris Deleon,Female,1957/4/14,"'Music', 'Gardening', 'Fashion', 'Travel'",Preston,Office Administrator,4369,68,66+,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
49025,Robin Lewis,Male,1996/7/18,'Finance and investments',Stockport,Software Engineer,8954,29,26-35,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
80324,Ronald Keith,Male,2004/7/1,"'Art', 'Books', 'DIY and crafts', 'Politics'",Bolton,Sales Executive,6839,21,18-25,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
24136,Anna Shepherd,Female,1970/11/19,"'Fashion', 'Fashion'",Bolton,Teacher,2873,55,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
98556,Michael Henderson,Female,1983/4/2,'Cooking',Stockport,Sales Associate,2863,42,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
31745,Linda Daniels,Female,1970/10/18,'Movies',Preston,Accountant,3560,55,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
24934,Ralph Huguley,Male,1985/5/5,'Fashion',Preston,Loan Officer,4328,40,36-45,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
73990,Francis Runyon,Male,1956/2/14,"'Business and entrepreneurship', 'Finance and investments', 'Music', 'Nature'",Bolton,Office Administrator,4669,69,66+,6,Nature & Music,6.1,"Avg Age: 60.0, Avg Budget: 3992.8"
43459,Lamar Dewey,Female,1988/10/4,"'Sports', 'Fitness', 'Technology'",Manchester,Corporate Trainer,4043,37,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
35942,Amanda Petit,Female,1989/5/26,"'Gardening', 'Food and dining'",Liverpool,Procurement Specialist,5074,36,36-45,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
11374,Johnnie Spengler,Male,1986/11/21,"'Parenting and family', 'Food and dining', 'History', 'Business and entrepreneurship', 'Movies'",Manchester,Public Relations Specialist,4665,39,36-45,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
2798,Mary White,Male,1982/9/4,"'Fashion', 'Art', 'Science', 'Photography', 'Finance and investments'",Stockport,Quality Assurance Analyst,3840,43,36-45,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
24114,Luz Profit,Male,1961/2/10,'Photography',Liverpool,IT technician,5618,64,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
69044,Sean Frost,Female,1989/1/30,"'DIY and crafts', 'Movies', 'Nature', 'Movies', 'Business and entrepreneurship'",Liverpool,Human Resources Coordinator,5270,36,36-45,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
52979,James Farrell,Male,1956/3/22,"'Travel', 'Cars and automobiles', 'Business and entrepreneurship', 'Travel', 'Gardening'",Bolton,Business Consultant,8213,69,66+,7,Travel & Movies,7.4,"Avg Age: 60.2, Avg Budget: 6508.0"
10409,John Ayala,Female,1995/8/2,"'Finance and investments', 'Outdoor activities', 'Gardening'",Liverpool,Delivery Driver,2975,30,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
89556,Gracie Ziemba,Female,1959/10/6,"'Business and entrepreneurship', 'Photography', 'Education and learning', 'Fashion', 'History'",Preston,Quality Assurance Analyst,6308,66,66+,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
90464,Greg Carter,Male,1981/2/6,"'Cooking', 'Music'",Bolton,Marketing Specialist,5456,44,36-45,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
7317,Linda Crook,Male,2001/6/6,"'Technology', 'Health and wellness'",Bolton,Financial Analyst,4731,24,18-25,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
4546,Humberto Marcos,Male,1966/11/25,"'Cooking', 'Fashion'",Preston,Construction Worker,3523,59,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
54916,Connie March,Female,1961/1/1,"'Education and learning', 'Nature'",Bolton,Office Administrator,2847,64,56-65,6,Nature & Music,6.1,"Avg Age: 60.0, Avg Budget: 3992.8"
11505,Brenda Jankowiak,Female,1995/12/10,"'Outdoor activities', 'Education and learning', 'Gardening', 'Science'",Liverpool,Data Analyst,5913,30,26-35,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
30850,Dawn Gaylord,Female,1998/3/27,"'Health and wellness', 'Technology', 'Cooking', 'Travel'",Liverpool,Loan Officer,4868,27,26-35,7,Travel & Movies,7.2,"Avg Age: 32.8, Avg Budget: 5720.0"
59439,Clarence Osgood,Female,1995/9/22,"'Outdoor activities', 'Finance and investments', 'Parenting and family', 'Parenting and family'",Manchester,Receptionist,4268,30,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
25522,Christopher Henry,Female,1983/2/22,"'Gardening', 'Health and wellness', 'Outdoor activities', 'Science', 'Sports'",Manchester,Accountant,5834,42,36-45,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
19982,Gladys Castillo,Female,2003/10/24,'Music',Preston,Cleaner,2658,22,18-25,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
64722,Sarah Draeger,Female,1959/8/21,"'Travel', 'Business and entrepreneurship', 'Fashion', 'Science'",Manchester,Software Engineer,5586,66,66+,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
78228,Norman Lepe,Female,1959/12/16,"'Politics', 'Outdoor activities', 'Gardening'",Preston,Event Coordinator,4871,66,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
